name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening
The Stone House at Clove Lakes - NY restaurant,https://www.opentable.com/the-stone-house-at-clove-lakes-ny?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,566 Reviews,4.6,4.6,4.5,4.7,4.4,Moderate,100,Staten Island,Contemporary American,Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,,,,
Taste of India II restaurant,https://www.opentable.com/r/taste-of-india-ii-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,129 Reviews,5.0,4.9,4.9,4.9,4.6,Moderate,100,Staten Island,Indian,Fine Dining,Casual Dress,Raman Kumar,"Banquet, Bar/Lounge, Beer, Full Bar, Happy Hour, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",Indian,,,,
"Lorenzo's Restaurant, Bar & Caberet - Hilton Garden Inn - SI restaurant",https://www.opentable.com/lorenzos-restaurant-bar-and-caberet-hilton-garden-inn-si?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,158 Reviews,4.2,4.1,4.4,4.3,4.1,Moderate,90,Staten Island,"Italian, Contemporary American",Casual Elegant,Smart Casual,Peter Bereza,"Banquet, Bar/Lounge, Beer, Cocktails, Dancing, Entertainment, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor Smoking Area, Private Room, Weekend Brunch, Wheelchair Access, Wine",Italian,,,,
Angelina's Ristorante restaurant,https://www.opentable.com/angelinas-ristorante-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,268 Reviews,4.7,4.6,4.7,4.7,4.2,Moderate,96,Staten Island,"Italian, Seafood",Fine Dining,Smart Casual,,"Banquet, Bar/Lounge, Beer, Chef's Table, Cigar Room, Cocktails, Dancing, Entertainment, Full Bar, Gluten-free Menu, Kosher, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,,,,
Navy Pier Prime restaurant,https://www.opentable.com/r/navy-pier-prime-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,4 Reviews,4.8,4.5,5.0,5.0,4.4,Moderate,100,Staten Island,"Steakhouse, Steak, American",Fine Dining,Business Casual,Josh Laurano,"Bar/Lounge, Beer, Cocktails, Full Bar, Gender Neutral Restroom, Late Night, Non-Smoking, Takeout, View, Wheelchair Access, Wine",Steakhouse,1,1,1,1
Mimmo's Brick Oven Pizza restaurant,https://www.opentable.com/r/mimmos-brick-oven-pizza-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,No Reviews,,,,,,,,Staten Island,"Italian, Pizzeria",Casual Dining,Business Casual,,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1
O'Henry's Publick House restaurant,https://www.opentable.com/r/ohenrys-publick-house-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,3 Reviews,5.0,5.0,5.0,4.5,4.5,Moderate,100,Staten Island,Gastro Pub,Casual Dining,Casual Dress,,"Bar/Lounge, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Private Room, Takeout, Wheelchair Access",Gastro Pub,1,0,0,1
Tito Bandito's restaurant,https://www.opentable.com/r/tito-banditos-pine-hill?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,9 Reviews,4.3,4.3,4.7,4.6,4.1,Moderate,75,Staten Island,Contemporary Mexican,Casual Dining,Casual Dress,Bryan Calvert,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Patio/Outdoor Dining, Wine",Contemporary Mexican,,,,
Flour & Oak restaurant,https://www.opentable.com/r/flour-and-oak-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,45 Reviews,4.2,4.2,4.1,4.3,3.9,Moderate,50,Staten Island,"Italian, American",Casual Dining,Casual Dress,Vincezo Galia,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1
Mountain Fusion inc restaurant,https://www.opentable.com/r/mountain-fusion-inc-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,3 Reviews,4.3,4.5,4.2,4.2,4.5,Moderate,100,Staten Island,"Japanese, Asian, Fusion / Eclectic",Casual Elegant,Casual Dress,Ivan Wang & Qing Cao,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Japanese,,,,
MARMAR Restaurant restaurant,https://www.opentable.com/r/marmar-restaurant-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,9 Reviews,4.5,4.5,4.5,4.4,4.6,Moderate,83,Staten Island,"Mediterranean, Syrian",Casual Dining,Casual Dress,,"BYO Liquor, BYO Wine, Entertainment, Outdoor Smoking Area, Takeout, Wheelchair Access",Mediterranean,,,,
Panini Grill restaurant,https://www.opentable.com/r/panini-grill-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,30 Reviews,4.7,4.7,4.7,4.5,4.5,Moderate,100,Staten Island,"Italian, Home cooking",Casual Dining,Casual Dress,,"Beer, Chef's Table, Cocktails, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Takeout, Wheelchair Access, Wine",Italian,,,,
PhilAm Kusina restaurant,https://www.opentable.com/r/philam-kusina-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,11 Reviews,4.9,4.8,4.8,4.5,4.7,Quiet,100,Staten Island,Filipino,Casual Dining,Casual Dress,,"Beer, Corkage Fee, Gender Neutral Restroom, Wheelchair Access, Wine",Filipino,,,,
Vinum Wine Bar & Restauarant restaurant,https://www.opentable.com/r/vinum-wine-bar-and-restauarant-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,265 Reviews,4.8,4.9,4.7,4.7,4.6,Moderate,97,Staten Island,"Italian, Home cooking, Tapas / Small Plates",Casual Dining,Smart Casual,Massimo Felici,"Bar/Lounge, Beer, Cafe, Cocktails, Full Bar, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",Italian,1,1,1,1
Bin 5 restaurant,https://www.opentable.com/r/bin-5-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,436 Reviews,4.7,4.8,4.8,4.6,4.5,Moderate,100,Staten Island,"Italian, American, Mediterranean",Fine Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1
Maizal - Staten Island restaurant,https://www.opentable.com/r/maizal-restaurant-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,174 Reviews,4.7,4.7,4.6,4.6,4.4,Moderate,96,Staten Island,Mexican,Casual Elegant,Smart Casual,Wilmer​ ​Santos ,"Bar/Lounge, Beer, Beer Garden, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1
Aunt Butchies of Brooklyn - Staten Island restaurant,https://www.opentable.com/r/aunt-butchies-of-brooklyn-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,131 Reviews,4.4,4.4,4.3,4.2,4.2,Moderate,93,Staten Island,Italian,Casual Dining,Smart Casual,,,Italian,,,,
Michael's Martinis and Meatballs restaurant,https://www.opentable.com/r/michaels-martinis-and-meatballs-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,199 Reviews,4.4,4.5,4.4,4.1,4.1,Moderate,91,Staten Island,Contemporary Italian,Casual Elegant,Business Casual,David,"Bar/Lounge, Cafe, Cocktails, Counter Seating, Delivery, Entertainment, Full Bar, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Contemporary Italian,,,,
Bruno's Bakery and Restaurant restaurant,https://www.opentable.com/r/brunos-bakery-and-restaurant-staten-island?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,213 Reviews,4.6,4.6,4.3,4.3,4.5,Moderate,100,Staten Island,"Contemporary Italian, Sicilian",Casual Dining,Casual Dress,Mr. Biagio Settepani,"Banquet, Beer, BYO Wine, Cafe, Chef's Table, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, High Tea, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Contemporary Italian,1,1,1,1
South Fin Grill restaurant,https://www.opentable.com/south-fin-grill?corrid=8be4e2de-07c7-4a78-b62a-03c7837a25e2&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,514 Reviews,3.9,4.1,3.9,4.6,3.8,Moderate,80,Staten Island,"Seafood, American",Casual Elegant,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Dancing, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Seafood,,,,
