name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening
White Radish restaurant,https://www.opentable.com/r/white-radish-forest-hills?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,58 Reviews,4.5,4.5,4.5,4.4,4.3,Moderate,100,Forest Hills,"American, Farm-to-table, Grill",Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Takeout, Wheelchair Access, Wine",American,,,,
Hatfields - Bayside restaurant,https://www.opentable.com/r/hatfields-bayside?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,10 Reviews,4.3,4.2,4.1,3.9,4.2,Moderate,100,Bayside,"Contemporary American, Cocktail Bar, Tapas / Small Plates",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Entertainment, Fireplace, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,1,1,1,1
Fogo de Chao - Long Island restaurant,https://www.opentable.com/r/fogo-de-chao-brazilian-steakhouse-long-island-carle-place?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,493 Reviews,4.3,4.5,4.2,4.4,4.2,Moderate,90,Long Island City,"Brazilian Steakhouse, Brazilian, Steakhouse",Casual Elegant,Smart Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Brazilian Steakhouse,1,1,1,1
Bistro Eloise restaurant,https://www.opentable.com/r/bistro-eloise-east-elmhurst?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,138 Reviews,4.8,4.8,4.6,4.6,4.7,Moderate,100,Jackson Heights,"Traditional French, French, French American",Casual Dining,Business Casual,,,Traditional French,,,,
Rice X Beans - Woodside restaurant,https://www.opentable.com/r/rice-x-beans-woodside?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,8 Reviews,4.9,4.9,4.9,4.5,4.9,Moderate,100,Woodside,"Brazilian, Latin American",Casual Dining,Casual Dress,Carlos Inacio,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Brazilian,1,1,1,1
Amylos restaurant,https://www.opentable.com/r/amylos-astoria?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,370 Reviews,4.6,4.6,4.6,4.6,4.4,Moderate,93,Astoria,"Greek, Mediterranean, Seafood",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Delivery, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Greek,,,,
Romeo's Italian Restaurant restaurant,https://www.opentable.com/r/romeos-italian-restaurant-jackson-heights?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,59 Reviews,4.8,4.6,4.6,4.4,4.4,Moderate,75,Jackson Heights,Italian,Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Takeout, Wheelchair Access, Wine",Italian,,,,
Maria's Mediterranean restaurant,https://www.opentable.com/r/marias-mediterranean-bayside?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,65 Reviews,4.6,4.6,4.6,4.4,4.4,Moderate,92,Bayside,"Mediterranean, Greek, Seafood",Casual Dining,Casual Dress,Maria Petridis,"Beer, Cocktails, Full Bar, Gluten-free Menu, Takeout, Wheelchair Access, Wine",Mediterranean,,,,
Akrotiri Seafood Taverna restaurant,https://www.opentable.com/r/akrotiri-seafood-taverna-astoria?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,189 Reviews,4.5,4.6,4.3,4.6,4.4,Quiet,67,Astoria,"Seafood, Greek, Mediterranean",Casual Elegant,Smart Casual,,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Seafood,,,,
Numero 28 Pizzeria & Bar - Forest Hills restaurant,https://www.opentable.com/r/numero-28-pizzeria-and-bar-forest-hills?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,64 Reviews,4.5,4.6,4.2,4.3,4.2,Moderate,100,Forest Hills,"Italian, Pizza Bar",Home Style,Business Casual,,"Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,,,,
Shaking Crab - Flushing restaurant,https://www.opentable.com/r/shaking-crab-flushing?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,209 Reviews,4.4,4.4,4.7,4.0,4.4,Moderate,80,Flushing,"Cajun, Creole / Cajun / Southern, Shellfish",Casual Dining,Smart Casual,,"Beer, Cocktails, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Takeout, Wine",Cajun,1,1,1,1
Queen's Room restaurant,https://www.opentable.com/r/queens-room-astoria?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,62 Reviews,4.8,4.7,4.7,4.8,4.7,Moderate,100,Astoria,"American, Mediterranean, Café",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,,,,
Guantanamera - Forest Hills restaurant,https://www.opentable.com/r/guantanamera-forest-hills-queens?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,192 Reviews,4.6,4.7,4.5,4.5,4.6,Moderate,100,Forest Hills,Cuban,Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Happy Hour, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Cuban,1,1,1,0
Luna Asian Bistro & Rooftop Lounge restaurant,https://www.opentable.com/r/luna-asian-bistro-and-rooftop-lounge-astoria?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,166 Reviews,4.4,4.3,4.2,4.5,4.1,Moderate,100,Astoria,"Asian, Sushi",Casual Dining,Casual Dress,,"Bar/Lounge, Delivery, Non-Smoking, Patio/Outdoor Dining, Takeout, View, Wheelchair Access",Asian,0,1,1,1
Pronto Pizza restaurant,https://www.opentable.com/r/pronto-pizza-astoria-2?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,No Reviews,,,,,,Quiet,,Astoria,"Italian, Pizza Bar, Pizzeria",Casual Dining,Casual Dress,,"Delivery, Takeout",Italian,,,,
Blend Astoria restaurant,https://www.opentable.com/r/blend-astoria?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,488 Reviews,4.4,4.5,4.2,4.5,4.4,Moderate,86,Astoria,"Latin / Spanish, South American",Casual Elegant,Business Casual,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Latin / Spanish,1,1,1,1
Basil Brick Oven Pizza restaurant,https://www.opentable.com/r/basil-brick-oven-pizza-astoria?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,32 Reviews,4.6,4.7,4.4,4.3,4.4,Moderate,100,Astoria,"Italian, Pizzeria",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Outdoor dining, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1
Cream Ridgewood restaurant,https://www.opentable.com/r/cream-ridgewood-glendale?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,20 Reviews,4.0,4.2,3.7,4.1,4.1,Moderate,82,Glendale,"Contemporary American, Caribbean, Latin American",Casual Dining,Casual Dress,Chef Diablo & Chef Diego,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,1,1,1,1
Sangarita's restaurant,https://www.opentable.com/sangaritas?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,188 Reviews,4.6,4.6,4.7,4.3,4.3,Moderate,100,Bayside,"Spanish, Tapas / Small Plates",Casual Dining,Casual Dress,,"Bar Dining, Beer, Cocktails, Full Bar, Happy Hour, Non-Smoking, Private Room, Wine",Spanish,,,,
Papazzio Italian Restaurant restaurant,https://www.opentable.com/papazzio-italian-restaurant?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,290 Reviews,4.8,4.7,4.8,4.6,4.6,Moderate,100,Bayside,Italian,Casual Dining,Casual Dress,,"Beer, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,,,,
Dionysos Restaurant restaurant,https://www.opentable.com/dionysos-restaurant?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,44 Reviews,4.5,4.5,4.6,4.3,4.5,Moderate,91,Astoria,"Mediterranean, Greek",Casual Dining,Casual Dress,,Delivery,Mediterranean,,,,
Vista Sky Lounge restaurant,https://www.opentable.com/vista-sky-lounge?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,354 Reviews,4.0,3.8,3.9,4.2,3.7,Moderate,78,Long Island City,"Greek, Mediterranean, Global, International",Casual Dining,Smart Casual,,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Greek,1,1,1,1
VIA VAI - Astoria restaurant,https://www.opentable.com/r/via-vai-astoria?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,157 Reviews,4.7,4.8,4.6,4.5,4.4,Moderate,100,Astoria,Italian,Casual Dining,Smart Casual,Antonio Morichini,"Beer, Outdoor dining, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1
Victory Garden Cafe restaurant,https://www.opentable.com/victory-garden-cafe?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,54 Reviews,4.7,4.4,4.8,4.8,4.7,Moderate,100,Astoria,"Greek, Mediterranean, European",Casual Elegant,Smart Casual,Antigoni Sakalis,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Entertainment, Fireplace, Full Bar, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Greek,1,0,1,1
Blend on the Water restaurant,https://www.opentable.com/r/blend-on-the-water-long-island-city?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,4101 Reviews,4.3,4.3,4.1,4.4,4.2,Moderate,85,Long Island City,"Latin / Spanish, Colombian, Peruvian",Elegant Dining,Formal Attire,,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, View, Weekend Brunch, Wheelchair Access, Wine",Latin / Spanish,,,,
Madera Cuban Grill restaurant,https://www.opentable.com/madera-cuban-grill?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,4 Reviews,4.3,4.3,4.2,4.2,4.5,Moderate,,Long Island City,"Cuban, Steak, Latin American",Casual Dining,Casual Dress,,"Banquet, Bar Dining, Bar/Lounge, Beer, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",Cuban,,,,
Psari restaurant,https://www.opentable.com/psari?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,132 Reviews,4.6,4.5,4.4,4.4,4.4,Moderate,100,Astoria,"Seafood, Greek",Casual Elegant,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Outdoor dining, Takeout, Wine",Seafood,1,1,1,1
Aliada Restaurant restaurant,https://www.opentable.com/aliada-restaurant?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,181 Reviews,4.7,4.8,4.6,4.6,4.5,Moderate,100,Astoria,"Greek, Mediterranean",Casual Dining,Casual Dress,,"Bar Dining, Beer, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Greek,,,,
Blend restaurant,https://www.opentable.com/blend?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,364 Reviews,4.5,4.6,4.2,4.5,4.4,Moderate,100,Long Island City,Latin American,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Counter Seating, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",Latin American,,,,
La Vigna Restaurant & Bar restaurant,https://www.opentable.com/la-vigna-restaurant-and-bar?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,463 Reviews,4.6,4.6,4.5,4.3,4.3,Moderate,82,Forest Hills,"Italian, Modern European",Casual Elegant,Casual Dress,Giuseppe Vitale,"Bar/Lounge, Beer, Corkage Fee, Delivery, Full Bar, Outdoor dining, Takeout, Wine",Italian,1,1,1,1
Saffron Restaurant restaurant,https://www.opentable.com/saffron-restaurant?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,225 Reviews,4.8,4.7,4.6,4.5,4.4,Moderate,100,Howard Beach,"Tapas / Small Plates, Mediterranean",Casual Dining,Casual Dress,Herbert Duarte,"Bar/Lounge, Beer, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Tapas / Small Plates,,,,
Magna Restaurant restaurant,https://www.opentable.com/magna-restaurant?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,228 Reviews,4.9,4.7,4.8,4.6,4.8,Moderate,100,Flushing,"Italian, American",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,0,1,0
Marbella Restaurant restaurant,https://www.opentable.com/marbella-restaurant?corrid=d727a2d7-91b4-4b8a-9ae6-d3727915cade&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,442 Reviews,4.7,4.7,4.7,4.6,4.4,Moderate,88,Bayside,"Spanish, Continental, Tapas / Small Plates",Casual Elegant,Smart Casual,Gerardo Martinez,"Banquet, Bar/Lounge, Beer, BYO Wine, Chef's Table, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Spanish,1,0,1,1
