name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening
Pera Mediterranean Brasserie restaurant,https://www.opentable.com/r/pera-mediterranean-brasserie-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1971 Reviews,4.6,4.7,4.5,4.6,4.3,Moderate,94,Midtown East,"Mediterranean, Turkish, Greek",Casual Elegant,Smart Casual,Sezai Celikbas,"Banquet, Bar/Lounge, Beer, BYO Wine, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Happy Hour, High Tea, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,1,1,1,1
B. Cafe restaurant,https://www.opentable.com/b-cafe?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,1151 Reviews,4.1,4.2,3.8,4.0,3.9,Moderate,87,Upper East Side,"Belgian, European",Casual Dining,Smart Casual,John Rees/chef co owner,"Bar Dining, Beer, Cafe, Full Bar, Weekend Brunch",Belgian,,,,
"Gyu-Kaku - New York, NY | Midtown restaurant",https://www.opentable.com/r/gyu-kaku-midtown-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,2417 Reviews,4.6,4.6,4.4,4.3,4.4,Moderate,95,Midtown East,"Japanese, Barbecue, Tapas / Small Plates",Casual Elegant,Business Casual,You are the chef!!!,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Private Room, Takeout, View, Wheelchair Access, Wine",Japanese,1,1,1,1
Porter House Bar and Grill restaurant,https://www.opentable.com/r/porter-house-bar-and-grill-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,4930 Reviews,4.8,4.8,4.8,4.8,4.3,Moderate,94,Midtown West,"American, Steakhouse, Seafood",Casual Elegant,Smart Casual,Michael Lomonaco,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Full Bar, Late Night, Non-Smoking, Private Room, View, Weekend Brunch, Wheelchair Access, Wine",American,,,,
Bocca Di Bacco (Theatre District - 45th St.) restaurant,https://www.opentable.com/r/bocca-di-bacco-theatre-district-45th-st-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,2719 Reviews,4.2,4.3,4.4,4.3,4.1,Moderate,100,Theater District / Times Square,"Italian, Sicilian, Bar / Lounge / Bottle Service",Casual Dining,Casual Dress,Kristin Sollenne,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Takeout, Weekend Brunch, Wine",Italian,1,0,1,1
Bobby Van's Park Avenue - 'The Original' restaurant,https://www.opentable.com/r/bobby-vans-park-avenue-the-original-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1396 Reviews,4.8,4.7,4.7,4.5,4.2,Moderate,100,Midtown East,"Steakhouse, American",Casual Elegant,Business Casual,Nile Medford,"Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Private Room, Takeout, View, Wheelchair Access, Wine",Steakhouse,1,1,1,1
Bobby Van's Grill - 50th Street restaurant,https://www.opentable.com/r/bobby-vans-grill-50th-street-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,2210 Reviews,4.2,4.2,4.2,4.0,4.0,Moderate,88,Theater District / Times Square,"Steakhouse, American, Seafood",Casual Dining,Business Casual,Eddie,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Happy Hour, Non-Smoking, Private Room, Wheelchair Access, Wine",Steakhouse,1,1,1,1
Papillon Bistro and Bar restaurant,https://www.opentable.com/papillon-bistro-and-bar?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,463 Reviews,4.1,4.2,3.9,4.0,3.9,Moderate,,Midtown East,"Bistro, French",Casual Dining,Smart Casual,Rogelio Martinez,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Bistro,1,1,1,1
Scalini Fedeli restaurant,https://www.opentable.com/scalini-fedeli-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,2648 Reviews,4.9,4.9,4.8,4.8,4.6,Moderate,100,TriBeCa - Downtown,Italian,Fine Dining,Smart Casual,Michael Cetrulo,"Corkage Fee, Full Bar, Private Room, Wine",Italian,,,,
Smith & Wollensky - New York restaurant,https://www.opentable.com/r/smith-and-wollensky-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,8165 Reviews,4.6,4.6,4.7,4.6,4.3,Moderate,88,Midtown East,"Steakhouse, Steak, American",Casual Elegant,Business Casual,Elman Gallardo,"Banquet, Bar/Lounge, Beer, Beer Garden, Cafe, Chef's Table, Cigar Room, Cocktails, Corkage Fee, Counter Seating, Delivery, Fireplace, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wine",Steakhouse,,,,
Quality Meats restaurant,https://www.opentable.com/r/quality-meats-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,8375 Reviews,4.7,4.7,4.7,4.7,4.3,Moderate,95,Midtown West,"Steakhouse, American, Steak",Casual Elegant,Business Casual,Craig Koketsu,"Banquet, Bar/Lounge, Beer, Beer Garden, Cafe, Chef's Table, Cigar Room, Cocktails, Corkage Fee, Counter Seating, Fireplace, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, View, Wine",Steakhouse,,,,
Cafe d'Alsace restaurant,https://www.opentable.com/r/cafe-dalsace-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,2328 Reviews,4.6,4.6,4.5,4.5,4.2,Moderate,96,Upper East Side,"French, German, Bistro",Casual Dining,Casual Dress,Chef Philippe Roussel ,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1
Kellari Taverna restaurant,https://www.opentable.com/r/kellari-taverna-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,6132 Reviews,4.6,4.5,4.5,4.6,4.3,Moderate,92,Theater District / Times Square,"Greek, Mediterranean, Seafood",Casual Elegant,Smart Casual,,"Banquet, Bar/Lounge, Beer, BYO Wine, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Greek,1,1,1,1
Barbounia restaurant,https://www.opentable.com/barbounia?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,3120 Reviews,4.6,4.7,4.4,4.6,4.2,Moderate,91,Gramercy / Flatiron,"Mediterranean, Israeli, Greek",Casual Dining,Business Casual,Amitzur Mor,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,,,,
Frankie & Johnnie's Steakhouse - Manhattan restaurant,https://www.opentable.com/frankie-and-johnnies-steakhouse-manhattan?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1712 Reviews,4.7,4.7,4.8,4.6,4.4,Moderate,100,Midtown West,"Steak, Steakhouse, American",Casual Dining,Business Casual,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Fireplace, Full Bar, Non-Smoking, Private Room, Takeout, Wine",Steak,,,,
Ammos Estiatorio restaurant,https://www.opentable.com/r/ammos-estiatorio-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,No Reviews,,,,,,,,Midtown East,"Seafood, Greek, Mediterranean",Casual Elegant,Smart Casual,Bruno Marino,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Cafe, Chef's Table, Corkage Fee, Dancing, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, View, Weekend Brunch, Wheelchair Access, Wine",Seafood,,,,
BG - Bergdorf Goodman restaurant,https://www.opentable.com/bg-bergdorf-goodman?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,3086 Reviews,4.8,4.6,4.8,4.8,4.3,Moderate,95,Midtown West,"Contemporary American, American",Casual Elegant,Smart Casual,James Henderson,"Bar Dining, Bar/Lounge, Counter Seating, Full Bar, High Tea, Non-Smoking, Private Room, View, Wine",Contemporary American,1,1,1,1
Tribeca Grill restaurant,https://www.opentable.com/tribeca-grill?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,5017 Reviews,4.5,4.4,4.4,4.4,4.1,Moderate,90,TriBeCa - Downtown,American,Casual Elegant,Casual Dress,Brenton Lee,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1
Philippe Chow - Uptown restaurant,https://www.opentable.com/r/philippe-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,3178 Reviews,4.7,4.7,4.6,4.5,4.4,Moderate,90,Upper East Side,"Chinese, Asian",Casual Elegant,Business Casual,Philippe Chow,"Banquet, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Chinese,1,1,1,1
Altesi Downtown restaurant,https://www.opentable.com/r/altesi-downtown-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,677 Reviews,4.3,4.2,4.2,4.2,4.0,Moderate,50,SoHo,Italian,Casual Elegant,Casual Dress,Paolo Nozzole,"Banquet, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Private Room, Wheelchair Access, Wine",Italian,1,1,1,1
Rosa Mexicano - Union Square restaurant,https://www.opentable.com/r/rosa-mexicano-union-square-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,4674 Reviews,4.5,4.5,4.4,4.4,4.3,Moderate,94,Union Square,"Mexican, Contemporary Mexican",Casual Elegant,Smart Casual,Raul Celiz,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",Mexican,,,,
T-BAR Steak & Lounge (Upper East Side) restaurant,https://www.opentable.com/t-bar-steak-and-lounge-upper-east-side?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1555 Reviews,4.8,4.7,4.6,4.5,4.1,Moderate,87,Upper East Side,"Steakhouse, Contemporary American",Casual Elegant,Casual Dress,Ben Zwicker,"Bar Dining, Bar/Lounge, Beer, Full Bar, Late Night, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Steakhouse,,,,
Guantanamera restaurant,https://www.opentable.com/guantanamera?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,1682 Reviews,4.5,4.5,4.4,4.4,4.3,Moderate,92,Midtown West,"Cuban, Latin American",Casual Elegant,Casual Dress,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Cuban,1,1,1,1
Periyali restaurant,https://www.opentable.com/periyali?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,2233 Reviews,4.7,4.6,4.5,4.6,4.3,Moderate,97,Gramercy / Flatiron,Greek,Casual Dining,Casual Dress,,"Bar Dining, Beer, Corkage Fee, Full Bar, Non-Smoking, Private Room, Takeout, Wine",Greek,,,,
Koi - New York restaurant,https://www.opentable.com/r/koi-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,3705 Reviews,4.6,4.6,4.6,4.5,4.1,Moderate,88,Midtown West,"Japanese, Fusion / Eclectic, Sushi",Casual Elegant,Business Casual,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Takeout, Wheelchair Access, Wine",Japanese,,,,
Sushi of Gari - Columbus Avenue restaurant,https://www.opentable.com/sushi-of-gari-columbus-avenue?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,970 Reviews,5.0,5.0,5.0,4.6,4.3,Moderate,100,Upper West Side,"Sushi, Japanese, Creative Japanese",Fine Dining,Business Casual,Ishiyama Katsuhiro,"Beer, Counter Seating, Delivery, Non-Smoking, Takeout, Wheelchair Access, Wine",Sushi,1,1,1,1
Cafe Luxembourg restaurant,https://www.opentable.com/cafe-luxembourg?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,6339 Reviews,4.7,4.6,4.7,4.6,4.2,Moderate,95,Upper West Side,"French American, American",Casual Elegant,Casual Dress,,"Delivery, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access",French American,1,1,1,1
French Roast Uptown restaurant,https://www.opentable.com/r/french-roast-uptown-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,343 Reviews,4.5,4.4,4.4,4.3,4.3,Moderate,97,Upper West Side,"French American, French, Bistro",Casual Dining,Casual Dress,Loi Benitez ,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French American,1,1,1,1
Jacques Brasserie restaurant,https://www.opentable.com/jacques-brasserie?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1022 Reviews,4.7,4.6,4.5,4.5,4.3,Moderate,94,Upper East Side,French,Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Full Bar, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1
Tony's Di Napoli - Midtown restaurant,https://www.opentable.com/r/tonys-di-napoli-midtown-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,13115 Reviews,4.7,4.7,4.7,4.6,4.6,Moderate,96,Theater District / Times Square,"Italian, Steak, Seafood",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1
Arte Cafe - Upper West Side restaurant,https://www.opentable.com/r/arte-cafe-new-york?corrid=76a08f74-d4b4-4fed-80f2-b566013080b6&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,3267 Reviews,4.4,4.3,4.0,4.3,4.1,Moderate,89,Upper West Side,"Italian, Wine Bar, Comfort Food",Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Weekend Brunch, Wine",Italian,1,1,1,1
